Date,EventID,Site,School,Zone,Organism,Unit,Area,"Start Time","Count Length",Count,"Count per 10 m²","Checked By"
04-21-2010,04-21-2010,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:40 AM",6,3,0.20,None
05-15-2010,05-15-2010,"Fitzgerald Marine Reserve","Earth Team"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:25 AM",10,1,0.07,None
05-19-2010,05-19-2010,"Fitzgerald Marine Reserve","Stuart Hall High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:00 AM",10,1,0.07,None
06-29-2010,06-29-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:25 AM",16,2,0.13,None
06-29-2010,06-29-2010,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:25 AM",16,2,0.13,None
08-12-2010,08-12-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","6:30 AM",25,4,0.27,None
11-06-2010,11-06-2010,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:46 PM",14,3,0.20,None
11-06-2010,11-06-2010,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:15 PM",30,4,0.27,None
12-01-2010,12-01-2010,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:20 PM",30,5,0.33,None
12-06-2010,12-06-2010,"Fitzgerald Marine Reserve","Aragon High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:40 PM",20,6,0.40,None
01-19-2011,01-19-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:15 PM",25,5,0.33,None
01-29-2011,01-29-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:15 PM",15,3,0.20,None
02-15-2011,02-15-2011,"Fitzgerald Marine Reserve","Aragon High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:20 PM",20,2,0.13,None
03-30-2011,03-30-2011,"Fitzgerald Marine Reserve","Central Middle School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:35 PM",15,2,0.13,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:47 AM",5,1,0.07,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:13 AM",15,1,0.07,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:30 AM",5,1,0.07,None
04-21-2011,04-21-2011,"Fitzgerald Marine Reserve","Crystal Springs Uplands School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:05 AM",15,2,0.13,None
04-21-2011,04-21-2011,"Fitzgerald Marine Reserve","Crystal Springs Uplands School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:32 AM",12,1,0.07,None
08-31-2011,08-31-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:00 AM",20,4,0.27,None
10-25-2011,10-25-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:47 PM",6,4,0.27,None
11-21-2011,11-21-2011,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:08 PM",11,2,0.13,None
11-22-2011,11-22-2011,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:45 PM",8,6,0.40,None
03-14-2012,03-14-2012,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:00 AM",20,0,0.00,None
05-08-2012,05-08-2012,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:22 AM",9,0,0.00,None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:40 AM",10,0,0.00,None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:36 AM",5,0,0.00,None
02-05-2013,02-05-2013,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:40 PM",10,1,0.07,None
01-15-2014,01-15-2014,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:00 PM",5,0,0.00,None
05-20-2015,05-20-2015,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:40 AM",15,0,0.00,None
11-23-2015,11-23-2015,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:30 PM",35,5,0.33,None
10-16-2020,10-16-2020,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:40 PM",25,5,0.33,"Both Teacher and Coordinator"
04-26-2022,04-26-2022,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:15 PM",20,1,0.07,"Both Teacher and Coordinator"
04-24-2023,04-24-2023,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:45 AM",8,1,0.07,None
04-24-2023,04-24-2023,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:50 AM",4,1,0.10,None
01-08-2024,01-08-2024,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:00 AM",0,0,0.00,"Only Teacher"
01-08-2024,01-08-2024,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:00 AM",0,9,0.90,"Only Teacher"
